"","Mycontrast.logFC","Mycontrast.t","Mycontrast.P.Value","Mycontrast.adj.P.Val","Mycontrast.B"
"SPR",-1.31350648189396,-6.56177974313018,1.00171661997163e-09,1.43749594347556e-08,11.383637312054
"AMMECR1",-1.07855848791389,-6.52910092426822,1.183370982417e-09,1.67277579790164e-08,11.3420379405042
"FERMT2",2.11085690731262,6.53923280906944,1.12382790671896e-09,1.59957143375204e-08,11.3166222552536
"LTBP2",2.24518832712772,6.52913396023151,1.18317187328844e-09,1.67277579790164e-08,11.2518243108907
"PRKD1",1.74214655836882,6.4498905387,1.76938649313891e-09,2.40851365130874e-08,11.2368030322316
"GALT",1.07884591820149,6.48296058063254,1.49627745222173e-09,2.06867784434124e-08,11.2356177608747
"COL24A1",-1.9129398483118,-6.43361408527498,1.92128316198912e-09,2.58601195486044e-08,11.2341516183236
"KIF9",-1.14261452380045,-6.46036226710365,1.67798010452256e-09,2.29827689057329e-08,11.1800673709307
"CYR61",2.40261449532606,6.51280652202477,1.2857124011011e-09,1.80970859350731e-08,11.1708357703931
"DLEU1",-1.49892147022376,-6.44026732250097,1.85770094091269e-09,2.51321484143311e-08,11.1637166336849
"PRR11",-2.10621059545834,-6.46176448284126,1.66609895600708e-09,2.28436842351602e-08,11.1602705952433
"HOXA7",3.18051055434575,6.43590558879481,1.89914590821006e-09,2.55881868752824e-08,11.1489448300661
"RCAN1",2.62370591681752,6.50235208737611,1.35591655366975e-09,1.8924189790722e-08,11.1356779562999
"PAMR1",3.73045435163404,6.41987405069325,2.05945026360907e-09,2.75694973006915e-08,11.1068143778349
"SALL4",-2.31774608469229,-6.39942954149764,2.2833297027953e-09,3.03625480378739e-08,11.0961635217364
"KLF9",1.82064120892773,6.50118950531849,1.36395318968584e-09,1.901629573523e-08,11.094715747093
"CCDC7",-1.23072240155396,-6.39656378958344,2.31656819807616e-09,3.07736082617928e-08,11.0690517856207
"USP53",1.31553351004873,6.48554928109158,1.47674282102021e-09,2.04594599632654e-08,11.0275221258655
"TSEN54",-1.13364535879974,-6.4850407014567,1.48056068531174e-09,2.04908979365686e-08,11.0222739485145
"CASP6",-1.18711591701443,-6.47655691884147,1.5457006241746e-09,2.1303296831723e-08,11.0191840713841
"KIF20B",-1.19071705745939,-6.45823145251232,1.69619469991764e-09,2.32082234484077e-08,11.014631884853
"TMEM177",-1.06067690182773,-6.43777386604748,1.8812833167871e-09,2.54251885234015e-08,11.0023111498093
"TLE6",-2.15752356907454,-6.39389779525537,2.34791729851993e-09,3.11275488744662e-08,10.9658508132449
"JUN",1.91632370414261,6.47166095830521,1.5845689762357e-09,2.1816266518808e-08,10.9627604392442
"NUDT1",-1.11035211379275,-6.43664246962054,1.89208073341701e-09,2.55189808194093e-08,10.9604803920769
"GPX3",3.64113904110592,6.46680166123622,1.62409784502793e-09,2.23140587617493e-08,10.9529096169056
"DPP6",5.63902620733068,6.51197644199797,1.29115316703432e-09,1.81543544665581e-08,10.9518052453691
"SLC29A3",-1.34099539198015,-6.45143213493525,1.75562853300532e-09,2.39224728323309e-08,10.9491024134715
"MATN3",-2.49094006986541,-6.43675561200097,1.89099822500934e-09,2.55189808194093e-08,10.9431458384795
"GEN1",-1.2210660475107,-6.44291628657893,1.83296673560989e-09,2.48229098043546e-08,10.9377243524714
"CBX4",-1.35137279005551,-6.46307341795646,1.65508298360079e-09,2.2716185639027e-08,10.892538578253
"KIFC3",1.43286479562592,6.42145465995492,2.04307086994508e-09,2.73879135564775e-08,10.8860406393255
"FAM135B",-4.22545971588865,-6.35397886817474,2.87043343540371e-09,3.72340242978691e-08,10.8775961131628
"TMBIM1",1.38192453159111,6.45304968130475,1.74130603367652e-09,2.37762849655046e-08,10.8762786590908
"TRAF2",-1.01155310793599,-6.45262143619023,1.74508667300972e-09,2.38033420315378e-08,10.8737162826
"AIMP2",-1.09607794421971,-6.43275568459219,1.92964107324657e-09,2.59462205692331e-08,10.8698911822512
"SORD",-2.06954148529528,-6.45544925046462,1.72027089218052e-09,2.35133307587195e-08,10.8690251518891
"H2AFZ",-1.44925330872059,-6.44608367049907,1.80381737311133e-09,2.44531840815943e-08,10.8498283728156
"EPYC",-4.71813276446114,-6.36400581695532,2.72931594944754e-09,3.57186739140854e-08,10.8416815937577
"ANGPTL2",2.39818253885155,6.44705369753176,1.79498190754063e-09,2.43583647370975e-08,10.836243100761
"CYP2U1",1.42694889766629,6.40114552893017,2.2636520140869e-09,3.01311667991788e-08,10.8241913507411
"INTS8",-1.04205257853088,-6.44767716520759,1.7893255853203e-09,2.43065367755368e-08,10.8149656022751
"PLCG2",1.42824690102897,6.40927597967703,2.17266451447978e-09,2.89783509990745e-08,10.8019581309251
"ABCA10",4.26348522013342,6.33867984817716,3.09969670503432e-09,3.99122465456657e-08,10.7688095973498
"CENPO",-1.15030874429603,-6.39351724461652,2.35242607851702e-09,3.11561055504091e-08,10.7680509218533
"GULP1",2.40220585921751,6.3614960391,2.76398379861551e-09,3.61009571959346e-08,10.7531645619546
"NRSN2",-1.07271415748476,-6.42831685618086,1.9734348223765e-09,2.64812536864742e-08,10.709642748909
"UNC13A",-3.29796021887462,-6.33516987244172,3.15478520299393e-09,4.0525206816323e-08,10.7082953412094
"DLC1",2.15291857431076,6.40745216760073,2.1927561281363e-09,2.92168744525392e-08,10.6746039870036
"GPATCH4",-1.17840530703566,-6.41499657174438,2.11081363051618e-09,2.81818114483951e-08,10.6592825360073
"RUNDC3A",-3.28892584890561,-6.30159400458165,3.73289652388795e-09,4.72179291659287e-08,10.6073835561364
"SEMA3G",2.78721811763692,6.3823760696632,2.48827210632637e-09,3.27585355609992e-08,10.6065430103698
"COX17",-1.3344190437516,-6.39244090022282,2.36522485575109e-09,3.12630270394033e-08,10.5987134009713
"ZNF677",1.97287263829164,6.30334842486129,3.70026145974722e-09,4.68499132764741e-08,10.5819850023727
"PYCR1",-2.08800254087033,-6.39479924991955,2.33727074629257e-09,3.10174816892648e-08,10.5705759522416
"THOC3",-1.18039162582349,-6.33167412330633,3.21060780482821e-09,4.12022811500311e-08,10.5563384773084
"TATDN3",-1.11180609940546,-6.36587104424143,2.70382894834846e-09,3.54201592233649e-08,10.5472913986411
"CCNI2",-2.91025781167322,-6.27176872858077,4.33305122796842e-09,5.41707406898926e-08,10.4866366228294
"ANKRD35",2.31162375701363,6.27663140312919,4.22910124130002e-09,5.3088461597382e-08,10.4852104190224
"LYPLAL1",-1.06768920160087,-6.36340129778083,2.73762690469875e-09,3.57920371305031e-08,10.4783509375486
"CRY2",1.28722824264778,6.37578446200865,2.57225055194719e-09,3.37968689700232e-08,10.4646577971177
"RECK",2.36426418175397,6.31991070690712,3.40568844229792e-09,4.35368732174336e-08,10.4520433598317
"TMEM97",-1.85261210088651,-6.36044728805306,2.77859839253845e-09,3.62560506229548e-08,10.4356789125445
"MANF",-1.12049229888834,-6.36716322832351,2.68630969430072e-09,3.52255337614398e-08,10.4129962070005
"AP1S3",-1.62751002845774,-6.28571930895775,4.04136309745674e-09,5.09250239451907e-08,10.409869459463
"FOXP3",-1.68001500209361,-6.26944701016604,4.38356542114587e-09,5.46644242103497e-08,10.3817983661265
"EFNA3",-2.26779391672196,-6.31503187485459,3.48997792935124e-09,4.43999019069675e-08,10.371563676416
"PLIN4",5.58130396045877,6.32575307058053,3.30738516347019e-09,4.24031134669323e-08,10.3685437590167
"REV3L",1.2015142323255,6.34214488123272,3.04624252139183e-09,3.93601902348978e-08,10.3556512408535
"HSPE1",-1.22826902061815,-6.35451507733139,2.86270841854118e-09,3.7206773168682e-08,10.3499016227398
"MPHOSPH9",-1.01606546183571,-6.32071860558423,3.3919253981664e-09,4.34028674498449e-08,10.3350392580939
"STK17B",1.22263789207377,6.33934499361985,3.08936457794286e-09,3.98395543184814e-08,10.3269558381912
"STX1A",-1.49552226668222,-6.27049690350071,4.36065128868967e-09,5.44299784911821e-08,10.3195507563011
"PPL",1.69859516011205,6.34588305043131,2.98959190879524e-09,3.87038067957631e-08,10.3182004466183
"TBX6",-1.41331379570134,-6.24190279918531,5.02889750408905e-09,6.19528332184378e-08,10.3127173126459
"ZNRF2",-1.05366623894952,-6.33859387570275,3.10103464960656e-09,3.99122465456657e-08,10.3056082001408
"CHEK2",-1.24931349052798,-6.29416070650679,3.87433837586508e-09,4.89135219952966e-08,10.3016841657362
"RBMS1",1.13631816599633,6.33735625982815,3.120358116556e-09,4.01219224880004e-08,10.2981584158975
"CDR2",-1.05912022353404,-6.3400810043819,3.0779711564954e-09,3.97313525576494e-08,10.2873946434188
"KRT10",-1.16347768678505,-6.31775830232333,3.44262476168217e-09,4.39665716426802e-08,10.2776799789938
"AIF1L",2.37728341253119,6.31753678895242,3.44644833799112e-09,4.39729584956225e-08,10.252775590292
"HEXIM2",-1.24351030460753,-6.24393909090024,4.9781493729854e-09,6.13848036849673e-08,10.2407293527672
"MAP3K3",1.18332103670111,6.31520324671996,3.4869827220959e-09,4.43999019069675e-08,10.2005464009455
"MDH1B",-1.94391672460091,-6.21563541275478,5.73096279412305e-09,6.90586236147925e-08,10.1991945910207
"PRKCA",1.98863256474676,6.23808166757575,5.12550404588656e-09,6.28503651817656e-08,10.1781816861771
"SORBS1",2.85134566320601,6.31079852066642,3.5647767439426e-09,4.53079357340101e-08,10.1664285423475
"MEF2C",1.39587116111269,6.29371899576755,3.88290731541768e-09,4.89749730126705e-08,10.1652864686689
"AKAP13",1.06420084682637,6.30598102900279,3.65181676130804e-09,4.63252038052413e-08,10.1354676955826
"MST1R",-1.85936128175882,-6.27164224957582,4.33578825414529e-09,5.41707406898926e-08,10.1220273634067
"SBF1",1.08606468573224,6.30643958419763,3.64344256823539e-09,4.62633288102902e-08,10.1107450347463
"TMEM220",1.8404610439741,6.20164067329763,6.14348843375768e-09,7.34277285158517e-08,10.1062812542296
"ETS1",1.38493081709717,6.28516537732262,4.05256776349941e-09,5.09933760947874e-08,10.0232179108296
"ZNF30",-1.04654861668095,-6.21437520322665,5.76696574047088e-09,6.94292299473797e-08,9.99466442606591
"COMTD1",-1.31665807741229,-6.2226346861827,5.53498688031474e-09,6.70022062337093e-08,9.98658681237572
"EBP",-1.15296653623656,-6.26778957650976,4.41998054466051e-09,5.50666314372911e-08,9.96089519508269
"LCAT",1.51082404819847,6.16691948646521,7.29723639250839e-09,8.5517922683152e-08,9.93681673993413
"CHCHD5",-1.05814816538114,-6.23956726870637,5.08772985909093e-09,6.25030211380056e-08,9.93064779109757
"GBAP1",-1.58978746806899,-6.16439958264182,7.38880935881475e-09,8.64379634186366e-08,9.90465937212102
"KCNS3",-1.90665193645749,-6.24159442814521,5.036626906623e-09,6.19903354432827e-08,9.89957537010599
"MRPL13",-1.22467645829058,-6.25756553716066,4.65128086286346e-09,5.75150440154639e-08,9.89744912162763
"AKAP12",3.03343205718132,6.24067592360379,5.05971876497329e-09,6.22166719139048e-08,9.88227581451332
"TGFBR3",2.89994857792871,6.23522988793956,5.19879040494997e-09,6.36310784901878e-08,9.87813321297041
"KPNA5",1.0477945253135,6.19420311666194,6.37446837216778e-09,7.59825144433801e-08,9.86581759510325
"GNAL",2.17707812381471,6.15740753597799,7.64885587351503e-09,8.91647683369845e-08,9.86221262948701
"C20orf194",1.07265365486355,6.23340578495935,5.24620643148846e-09,6.40337244419039e-08,9.85897078581572
"AK3",1.05827421418819,6.25183484186374,4.78609209625534e-09,5.90716273559277e-08,9.85006707977358
"SFRP1",5.58692650461776,6.18190215292286,6.77535918518979e-09,8.01831640243704e-08,9.84564091922988
"DPCD",-1.00353753107938,-6.21187248293068,5.83912665678975e-09,7.01702859182427e-08,9.82376333098981
"SPTBN1",1.56037685258876,6.21902041949776,5.63534702685548e-09,6.80303617813183e-08,9.80756777973813
"FOSB",4.76305804633784,6.19917396559876,6.21916717666866e-09,7.42651632802374e-08,9.80576307109281
"MIPOL1",-1.37523999858775,-6.20325985164811,6.09430495005467e-09,7.29717183657678e-08,9.79842525491311
"JAG2",1.28045165874705,6.23494619523853,5.20613698433548e-09,6.36621057668602e-08,9.78161931289888
"PFDN2",-1.36357384912748,-6.2312889137675,5.30176606178142e-09,6.46522274317327e-08,9.77406990687166
"NME3",-1.00829554367305,-6.23467804717395,5.21309040140584e-09,6.36882724847652e-08,9.76386835956512
"PECAM1",1.7507341906107,6.2248859389999,5.47336512726597e-09,6.64386183475744e-08,9.74395049161856
"FAM20C",1.39604781330783,6.2236300549869,5.50765775764194e-09,6.67695133172681e-08,9.73742241222883
"FBXL19",-1.11361319809618,-6.22039143900446,5.5970679559056e-09,6.76917789073007e-08,9.71744568924963
"FSTL1",2.09511180365769,6.2066928580697,5.99130245169018e-09,7.18039756256347e-08,9.71019803848002
"SIAH2",-1.41306260454688,-6.21998781439068,5.60831058078956e-09,6.77658057483349e-08,9.70852224425473
"CHAF1B",-1.31276745138457,-6.19347529934138,6.39752481884395e-09,7.61887046607779e-08,9.70464746017838
"CST4",-4.20277375391863,-6.1371124327125,8.45568833681279e-09,9.76240945762391e-08,9.69297536698837
"SSR2",-1.29851636487265,-6.19268782905397,6.42256335417279e-09,7.63494481033784e-08,9.68540909088191
"ZC3H12B",1.47206881692029,6.09941908481876,1.01821005559517e-08,1.14850274898378e-07,9.67346316956827
"PHLDB1",1.59776841053414,6.21253671110035,5.8198888777036e-09,7.00026815826331e-08,9.66300233988875
"TCEAL7",2.12538214182806,6.08765276202382,1.07887574092486e-08,1.20562541623115e-07,9.61881247621982
"SMN1",-1.15767116970923,-6.12009270422989,9.19633154248567e-09,1.05074838202615e-07,9.61516910557624
"SVEP1",3.55439184237218,6.16386930928221,7.40822279177585e-09,8.65885121536981e-08,9.60838056645487
"ANXA9",-1.75803034756699,-6.19038237997314,6.49642302586219e-09,7.708894444411e-08,9.59122249615697
"ASB16",-2.20606532878595,-6.10456376088299,9.92749792019738e-09,1.12203426809811e-07,9.58581228561122
"FKBP4",-1.76277847932175,-6.16964128183876,7.19957979004509e-09,8.45231945005205e-08,9.57396267776664
"OLFML2A",1.36870467606827,6.18540619362506,6.6587031852154e-09,7.8943818856259e-08,9.56480388302362
"COL14A1",2.9662544058567,6.17990025847161,6.84290532984962e-09,8.08379289457503e-08,9.55835431947636
"ADARB1",1.05815192776281,6.17392489309897,7.04848210461005e-09,8.28964148676405e-08,9.55523720860502
"CLDN5",2.982507073935,6.13510034730323,8.54009552340687e-09,9.83411695998227e-08,9.55051327928548
"RND3",1.75596859243838,6.16971860369381,7.19682437133567e-09,8.45231945005205e-08,9.53319167020504
"PGAP1",1.54123241817494,6.14247878771529,8.23455785168843e-09,9.54876730374142e-08,9.52183801157424
"RHPN1",-1.73206701311525,-6.17433206500189,7.03428304488746e-09,8.28030239919092e-08,9.50842279282321
"ATP6AP1",-1.00174520290824,-6.16100432883325,7.51398079523484e-09,8.7747113770302e-08,9.50550731606303
"MRM1",-1.09687406564049,-6.13126678890396,8.70321160948806e-09,1.00045345616974e-07,9.50474161172234
"CAPN9",-3.4115645893722,-6.07863352465288,1.12776880210166e-08,1.25285550131042e-07,9.49937848155668
"TDO2",-3.06640290472877,-6.05908819561809,1.24131334383754e-08,1.36410438972712e-07,9.48827171608229
"ZNF675",-1.01871431297798,-6.13803216328997,8.41737909364299e-09,9.7266674924009e-08,9.4827217501512
"PDE9A",2.0533776899536,6.09404216109543,1.04550521916262e-08,1.17628227506297e-07,9.47479137979597
"ATP6V1G2",-1.71433691809879,-6.05232776493522,1.28314248130664e-08,1.40656654268171e-07,9.44472150800996
"PKIB",-2.7490672185411,-6.14838848868827,7.99761076048361e-09,9.29028867181375e-08,9.44471206518904
"GINS4",-1.78136258289281,-6.09205442920305,1.05577657360394e-08,1.18381185130117e-07,9.43946781116369
"DHRS13",-1.62723965937957,-6.10185270383134,1.00608746007017e-08,1.13579720001607e-07,9.4114131882001
"ADAM33",4.27132485219803,6.04537587086987,1.32759949501045e-08,1.45049289169969e-07,9.40913852579425
"CDT1",-1.92635023189543,-6.12037504264164,9.18354013269132e-09,1.05019377265029e-07,9.40821268531224
"SPOCD1",-2.44441494877124,-6.04849833505965,1.30744743515523e-08,1.43083846274101e-07,9.39581874084204
"SLFN5",1.39194722362541,6.15377338320729,7.78754806895422e-09,9.06218544418059e-08,9.39433542730234
"ROGDI",-1.21324113094225,-6.15273726055261,7.82754099399371e-09,9.10072011349129e-08,9.37440210172994
"C17orf53",-1.669731052352,-6.06542743677357,1.20330844553621e-08,1.32876675540329e-07,9.36664660962126
"IGFBP3",1.63158534130776,6.14342587572989,8.19612578349745e-09,9.51253861767147e-08,9.34672114799777
"EFEMP2",1.45352791987972,6.14074150453207,8.30551634516265e-09,9.60579429745167e-08,9.32907770605506
"LPCAT2",1.53031529734738,6.11131938616311,9.60265124111698e-09,1.09151785714105e-07,9.3262607974538
"MRPS23",-1.05582802758415,-6.14186434165668,8.25958624336538e-09,9.56940329124058e-08,9.31793611089628
"MMRN2",1.92199018815057,6.12929178333088,8.78843819000824e-09,1.00849805457068e-07,9.3086929019004
"SLC25A19",-1.37731698721436,-6.07202861100523,1.16494805043537e-08,1.29090683880322e-07,9.30497866318668
"TUBB6",1.86124343301436,6.13031680435927,8.74410402631713e-09,1.00428160045314e-07,9.29844192443545
"OLR1",-2.51777329980264,-6.08530797438225,1.09138271070963e-08,1.21651934670591e-07,9.29780035427134
"TEAD1",1.38604426798573,6.13675182065191,8.4707555111828e-09,9.77127865461723e-08,9.29283174762603
"ATP6V0B",-1.0729945439048,-6.12718669324681,8.88018122044992e-09,1.01814278793564e-07,9.27586808800753
"KCTD6",-1.39509113580573,-6.09299937388004,1.05088138865242e-08,1.18032356988626e-07,9.24489444176208
"GOLPH3L",-1.21518750826322,-6.12696952962604,8.88969892229465e-09,1.01835157091671e-07,9.24069641075263
"PMVK",-1.0667461894353,-6.12646481114251,8.91185812512101e-09,1.02000687589512e-07,9.23668990433667
"ALDH18A1",-1.0351944082853,-6.11713379227014,9.33144334576399e-09,1.06343089498539e-07,9.21980833316368
"NECAB3",-1.41223669559781,-6.1143061580576,9.46238241195018e-09,1.0764985528161e-07,9.2005225064601
"SGK1",2.00944216835307,6.10968447758087,9.68029518834555e-09,1.09939901834335e-07,9.19298576915394
"ARRB1",1.21268773751358,6.10711422037647,9.8036088728708e-09,1.11054408387803e-07,9.16670386715473
"OGFRL1",1.73285948334217,6.1076016793207,9.78010397137626e-09,1.1097817808343e-07,9.15752837361816
"COMP",-3.38870778430457,-6.0857956177772,1.08876997187449e-08,1.21463031179354e-07,9.15459606528835
"MCAM",2.04284798460019,6.10450270669569,9.93048241208442e-09,1.12203426809811e-07,9.15339642948883
"ZFP36L2",1.65281912503997,6.09810612530832,1.02480978361268e-08,1.15496237197439e-07,9.1501527225133
"SEMA3C",2.18749036484552,6.0969412682427,1.0307002298415e-08,1.16061231838578e-07,9.1409329481345
"F7",-3.43805425344796,-6.00155557665204,1.64474573733712e-08,1.76780104392424e-07,9.13805174130371
"SHANK3",1.8180961973845,6.09013417194805,1.0657933769938e-08,1.19201286314497e-07,9.13258630789655
"FES",1.32813512505242,6.06528744594377,1.20413524278478e-08,1.32876675540329e-07,9.12101970641296
"LPL",4.64429840467432,6.06825465396443,1.1867295116449e-08,1.31284432847606e-07,9.11888934917767
"LPAR6",1.18304061707967,6.07634572484555,1.14051301991238e-08,1.26595031597825e-07,9.11592793832801
"TRAF5",-1.26863717433096,-6.07456866482639,1.15050967314557e-08,1.27597598368726e-07,9.10779222570757
"MYO9A",1.07765110412769,6.09325828480552,1.04954402448513e-08,1.17982302361621e-07,9.10282707717137
"GAN",1.15983515872901,6.0545599100637,1.26918059676301e-08,1.39241529649846e-07,9.08992475458713
"HOXA3",2.76448825073178,5.96922014023073,1.92537349671608e-08,2.04123531530853e-07,9.06470902458014
